[0:00:03] 雪都: わこらだ
[0:00:27] kyo_kaaa: わこらだ
[0:00:27] shira_to: わこらだまじ？
[0:00:27] suire_0707: わこらだ
[0:00:27] さらんらん: わこらだ！
[0:00:27] inakano_tako: わこらだ！
[0:00:27] aya_2121: わこらだ！
[0:00:27] amane_0721: わこらだ！
[0:00:27] ガクフル: radaoWakotu
[0:00:27] tukumo0420: わこらだ！？
[0:00:27] _ヴォク: radaoWakotu radaoWakotu radaoWakotu radaoWakotu radaoWakotu
[0:00:27] KAKKO_7120: わこらだ
[0:00:29] konroll_: わこらだー
[0:00:29] menecchi: わこらだ
[0:00:29] howlin_0: radaoWakotu radaoWakotu radaoWakotu
[0:00:29] eniyamaru: わこらだ！
[0:00:29] どくつる: わこらだ
[0:00:29] mamemamehu: わこらだ
[0:00:29] quinn941: え？！
[0:00:29] おしゃけしゃけ: わこらだ
[0:00:30] haru_anura: わこらだ
[0:00:30] yururano_0: わこらだ
[0:00:30] michirumaru: うおおおおおん！？！？！？
[0:00:30] ちゃんそん_: ちゃそ_0917 subscribed at Tier 1. They've subscribed for 7 months! わこらだ
[0:00:30] masao0203: 謎メン！？
[0:00:30] ruiiv_589: 謎メン過ぎ
[0:00:30] furutto110: わこらだ
[0:00:30] みそまる_315: okukanyu0602315 subscribed with Prime. They've subscribed for 16 months! 
[0:00:30] うららかこ: ！？！？
[0:00:30] ichigaya_suzuna: わこらだ
[0:00:30] puru_n: わこらだ
[0:00:30] くまべりー: わこらだ
[0:00:30] ずきゅきゅんた: 何だこの組み合わせ
[0:00:30] seiya102: わこらだ
[0:00:30] ぴっくる: わこらだ
[0:00:31] ドロッと食感: わこらだ！
[0:00:31] まみやﾁｬﾝ: わこらだ！？
[0:00:31] chuwann: 何だこのメンツ
[0:00:32] kagemoegi81: わこらだ
[0:00:32] みずいろか: わこらだ
[0:00:32] ゆきとよ: わこらだ
[0:00:32] nonoha_111: ワコラダ
[0:00:32] むちょ: めずらし
[0:00:32] KAKKO_7120: え？なぞすぎ
[0:00:32] Yuri_0710: 神コラボすぎる
[0:00:32] いかすみ蒼: わこらだ
[0:00:32] panndaman1: 何だこのメンツ
[0:00:32] yuuma122: いやうつ？？？？？？？
[0:00:32] shamu_ra: なにやってんの？大先生
[0:00:33] 枯木です: わこらだ
[0:00:33] orange_6003: わこらだー！
[0:00:33] tyontyon: どういう風の吹き回し？
[0:00:33] sallyvery: わこらだ
[0:00:33] ツカモト: え？
[0:00:33] shige__maru: わこらだ
[0:00:33] kelutan_1128: わこらだ
[0:00:33] うりね: なにこれ？
[0:00:33] スパーズ: ありさん
[0:00:33] ゆふる: わこらだ
[0:00:33] miki___24: 謎メン
[0:00:33] くまべりー: ？？？？？？
[0:00:33] ninfea_03: わこらだ
[0:00:33] chisatooo_87: わこらだー！
[0:00:33] 銀河ポテト: わこらだ！？
[0:00:34] meme0_0han: わこらだ
[0:00:34] ama_hakuma: わこらだ
[0:00:34] nakihai556: わこらだ
[0:00:34] coconuts_803: わこらだ
[0:00:35] buuuuusuka: buuuuusuka subscribed at Tier 1. They've subscribed for 7 months, currently on a 7 month streak! 
[0:00:35] kyo_kaaa: radaoWakotu radaoWakotu
[0:00:35] おもしろ太郎0: わこらだ
[0:00:35] soraneeeeen: わこらだ
[0:00:35] uki_1205: わこらたま
[0:00:35] nomal527: メンツ…？？？
[0:00:35] haaayatee: なんだこのメンツ！？
[0:00:35] ｱｲｽ: わこらだ
[0:00:35] sign_c: 何だこのメンツww
[0:00:36] かける0728: わこらだ
[0:00:36] 名無し_: え！？！？！？！？！？
[0:00:36] mazirou: わこらだ
[0:00:36] lapan7200: ありぴ嬉しい！！
[0:00:36] れいばば: 鬱先生！？
[0:00:36] ra_ra_ra_ra_: わこらだ
[0:00:36] fuucyann: 何このメンツ
[0:00:36] yamugon09: わこらだ
[0:00:36] dozumika: 大先生！？
[0:00:36] aauauau: 面子すご
[0:00:36] mugii__12: めずらしいメンツ
[0:00:36] ponharu: わこらだ
[0:00:36] Nonba_: 何だこのメンツ
[0:00:37] うし丸: メンツ？？？？
[0:00:37] でんぶ: なんだこのメンツ
[0:00:37] せらな: 楽しみすぎる！！！！
[0:00:37] sesyi: メンツなんじゃこれ？
[0:00:37] をぺ: わこらだ
[0:00:37] mibuxmibu_: メンツやば
[0:00:37] キロ814: 何メンツ？
[0:00:37] おじょーー: わこらだ！？
[0:00:37] necohina: わこらだ
[0:00:37] zyagaimo__: 何があったこのメンツ！？
[0:00:37] 1miri_03: すげぇめんぬ
[0:00:37] あきら0402: わこらだ
[0:00:37] sakanoooo: 謎すぎん？？
[0:00:37] arazinn_: え？
[0:00:37] LiAS1114: あつい
[0:00:38] akauoooo: メンツがすご
[0:00:38] waiyuppu: わこらだ
[0:00:38] らぐ__: わこらだ
[0:00:38] yuimiti: なんちゅうメンバーなんや
[0:00:38] おしゃけしゃけ: このメンツなんだ？！
[0:00:38] taran_tan: なにこのメンツ笑笑
[0:00:38] mope716: わこらだ
[0:00:38] meme0_0han: 最高何このメンツ
[0:00:39] わをは元気: わこらだ？？
[0:00:39] だるを35: わこらだ
[0:00:39] anpanman_c: わこらだ
[0:00:39] furutto110: どういうメンバーなんよwwww
[0:00:39] えふぃら: わこらだ
[0:00:39] yuzuka71: わこらだ
[0:00:39] inakano_tako: このメンツすご！
[0:00:39] yuu4270: わこらだ
[0:00:39] chisatooo_87: メンバーが、？！
[0:00:39] foxy1003: foxy1003 subscribed at Tier 3. They've subscribed for 23 months, currently on a 23 month streak! なんちゅうメンバー！？
[0:00:39] monono0227: わこらだ
[0:00:39] sai8383: わこらだ
[0:00:40] ponharu: えぐいって
[0:00:40] mimipaadesu0428: え、メンツどうなってんの！？
[0:00:40] りべるそ: わこらだ！！！
[0:00:40] M0o0F: わこらだ
[0:00:40] a_rinrin: 即飛んできたわ
[0:00:40] mizukurage_: mizukurage_ subscribed at Tier 1. They've subscribed for 24 months! わこらだ
[0:00:40] りーよ: このメンツまじ？？？？
[0:00:40] howlin_0: 何事！？！？！？！？
[0:00:40] limg23: メンツ謎すぎやろ
[0:00:40] hima_norita: わこらだ
[0:00:40] れいばば: どんな組み合わせ笑
[0:00:40] masao0203: うぁーい
[0:00:40] moka_0322: わこらだ！？
[0:00:41] qwelty0202: わこらだ
[0:00:41] mamo0926: ！？
[0:00:41] おいしいりんご: わこらだ radaoWakotu radaoWakotu
[0:00:41] ディンダン: わこらだ
[0:00:41] omaru_ssr: ふぁ？！
[0:00:41] しぺぺぺ: よーし宿題やらねぇー
[0:00:41] waraashi: どんなメンバー！？
[0:00:41] ほたころ: わこらだー
[0:00:42] nikkori_kana_tro: メンツすご
[0:00:42] kelutan_1128: 不思議メンツ
[0:00:42] 鉛筆びー: わこらだー
[0:00:42] えびぃん: メンバー特集すぎ
[0:00:42] NekoTen27: わこらだ
[0:00:42] zyagaimo__: わこらだ
[0:00:42] 夏目信乃: わこらだ
[0:00:42] をぺ: どう言うメンツ！？
[0:00:42] nazu_7z: わこらだ
[0:00:42] スパーズ: radaoKitya radaoKitya radaoKitya
[0:00:42] てんまる: わこらだ
[0:00:42] さいかにあ: わこらだ
[0:00:42] sushi_neta2: わこらだ
[0:00:43] 観葉植物93: どんな面子や…
[0:00:43] ガクフル: 面子にびっくり
[0:00:43] annzu125: わこらだ
[0:00:43] ao_aka_kiro: びっくりしたわ
[0:00:43] 蒼伊: わこらだ！
[0:00:43] soraneeeeen: メンツやばくね？
[0:00:43] うららかこ: 何メン？
[0:00:43] ゆきとよ: このメンツなに？！
[0:00:43] いにめら: わこらだ。
[0:00:43] ましぃ: メンバー最高すぎわこらだ
[0:00:43] waco25: 謎メンツ
[0:00:43] ayunosioyaki0223: えすご
[0:00:44] らふれ: わこらだ、終わんのこの配信？ radaoSeven
[0:00:44] menecchi: 何このメンツ
[0:00:44] 雪狐0143: わこらだ
[0:00:44] uki_1205: 謎メン
[0:00:44] yua0027: 大先生？！？！
[0:00:44] るきち: だるまさんのスキン...！？
[0:00:44] mochimochiku: わこらだ メンツやば
[0:00:44] yu2umoti: うつくん！？
[0:00:44] kuru053: わこらだ何このメンツ
[0:00:44] chai_latte3: 面子すご！
[0:00:44] kinugoshi_douhu: わこらだ
[0:00:44] ディンダン: びびった
[0:00:44] せらな: 嘘でしょ！？！？！？！
[0:00:45] yonku_2512: 謎メンツ
[0:00:45] chocobanana0723: 謎メンツ
[0:00:45] ギャンブルはやめましょう: わこらだ
[0:00:45] るーてゃ: メンツやばw
[0:00:45] てぃあー: わこらだ
[0:00:45] 都さむらい: わこらだ
[0:00:45] ゆみたん6号: わこらだ
[0:00:45] 0401_com: 謎メンツ‼️
[0:00:45] nakihai556: マジで謎メンツ！！？？
[0:00:45] pochi_po: わこらだ
[0:00:45] rk_ne4rl: どういうメンバーだよ
[0:00:45] ここねり: まじ！？！？！？
[0:00:45] houkouonti: わこらだ
[0:00:45] kino_0812: ちななんのメンツwww
[0:00:45] みずいろか: びっくりなんだが！？？？！！！、
[0:00:46] あさみや301: メンツww
[0:00:46] ナリー19: radaoWakotu
[0:00:46] chisatooo_87: 豪華すぎる
[0:00:46] torikera0124: なんだこのメンツwwwww
[0:00:46] miyako1110: わこらだ
[0:00:46] taichimai: メンツ凄い
[0:00:46] ｱｲｽ: メンツやば
[0:00:46] shige__maru: メンツすごい
[0:00:47] liaires: わこらだ
[0:00:47] maxtusyu: わこらだ
[0:00:47] hatiti88: 謎メンツ
[0:00:47] あからめ: わこつ
[0:00:47] riraaaaa: ？！
[0:00:47] syugar1111: わこらだ
[0:00:47] sobayu120: なんだこのメンツ？？？
[0:00:47] emitsubo723: わこらだ
[0:00:47] もぎ: わこらだ
[0:00:47] れつれつ: わこらだ
[0:00:47] えん: メンツ…？！
[0:00:47] まぐやた: わこらだ
[0:00:48] yamugon09: メンバーすご
[0:00:48] よわはと: なんだこのメンツ！？
[0:00:48] yukidaruna: 謎メンツやなw
[0:00:48] furutto110: ？？？？？
[0:00:48] chisatooo_87: ？？！！？！
[0:00:48] せらな: 楽しみすぎる！！！！！！
[0:00:49] yoichimu: radaoWakotu
[0:00:49] のせ太郎: 謎メンツすぎんだろwwwwwwwww
[0:00:49] ponharu: えぐすぎ
[0:00:49] 悠萎: わこらだ
[0:00:49] ねるの: radaoWakotu
[0:00:49] huku_mm: わこらだ
[0:00:49] guwa0310: まじかい
[0:00:49] kiiroitori: うつせんせ
[0:00:49] _りおん: わこらだ！？！？
[0:00:49] koruku0: わこらだ
[0:00:49] a_rinrin: いやいや、やばすぎやん
[0:00:49] originmi: わこらだ 謎メンツ
[0:00:49] こばまろ: どした！？
[0:00:49] maoooooon: え？
[0:00:49] たろたろ02: わこらだ。どういうメンバー…
[0:00:50] いよかんちょこ: わこらだなにごと？
[0:00:50] ほのぼの: わこらだ
[0:00:50] umeo_ooh: ま！？
[0:00:50] もぎ: えっ？！
[0:00:50] negisisan: わこらだ
[0:00:50] すいぺりあ: だるまさんのスキンwww
[0:00:50] ama_hakuma: このメンツ珍し
[0:00:50] vall_tsuuuu: わこらだーー！
[0:00:50] ポテチの子: メンツすご！
[0:00:51] waco25: びっくりした
[0:00:51] mingo__sk: 謎メンツやね
[0:00:51] nekohakase_2525: わこらだー
[0:00:51] masao0203: 鬱先生！？？
[0:00:51] るーてゃ: え！？！？
[0:00:51] katou_satou: わこらだ
[0:00:52] haaayatee: 最高メンツ！？
[0:00:52] もろこっし: ！？
[0:00:52] akaihi: 謎メンバーすぎん?
[0:00:52] waiyuppu: めちゃくちゃ面白そう
[0:00:52] hima_norita: 謎メンツすぎてビビった
[0:00:52] わんわん1号: え？
[0:00:52] shakekan0701: メンツすご
[0:00:52] わかめご飯: 最高のメンツすぎて叫んだ
[0:00:52] kainn_1114: わこらだ
[0:00:52] rino_0409: わこらだ〜
[0:00:52] mapo_poma: だるさか？！？！
[0:00:52] いのりさん: エペ祭り前にありさかさんと顔合わせ？
[0:00:52] annzu125: なんでw
[0:00:52] 0401_com: え？どーゆー？
[0:00:52] snowwhite125: わこらだです笑笑笑笑
[0:00:53] totorini: わこらだー
[0:00:53] roy_rag: わこらだ
[0:00:53] ちょーみん: やばすぎん？
[0:00:53] anonym0600: わこらだ
[0:00:53] ぺーきち: radaoWakotu radaoWakotu radaoWakotu
[0:00:53] 雪狐0143: メンツどうなってんの！？
[0:00:53] yui__1234: 謎メンすご！
[0:00:53] 鳥野郎の蘭: わこらだー！
[0:00:53] shoumaru0714: わこらだ
[0:00:53] hevyrin: わこらだ
[0:00:53] yukino_toudou: わこらだ
[0:00:53] yklalala3301: なんで？
[0:00:53] せらな: まっまってたてむ！！！！
[0:00:54] 柏もち25: メンツやば
[0:00:54] iyochan14: メンツすごい笑
[0:00:54] yoichimu: どういうメンツ！？
[0:00:54] ひなれと: めちゃビビった
[0:00:54] moya224: え
[0:00:54] baberuboburu3939: わこらだ
[0:00:54] sutolaba: わこらだ
[0:00:54] saika00002: わこらだ
[0:00:55] ぽんかんぐ: わこらだ
[0:00:55] つばき_: わこらだ
[0:00:55] ヰヱリ: わこらだ
[0:00:55] わんわん1号: 何このメンツ
[0:00:55] ガクフル: いえーい大先生みってる〜？
[0:00:55] arazinn_: このメンツ普通に好き
[0:00:55] chito246: なんのメンツ？？？
[0:00:55] mikumiku_ru: なにこれ！！
[0:00:55] macaron244: えええええ
[0:00:55] oyuzu_wrwrd: いまきた
[0:00:55] 夜伽らぁ: 謎メンえぐ
[0:00:55] cloud252521: だるまさんw
[0:00:56] sai8383: どういうメンツ?
[0:00:56] limg23: なにそのメンツwwwwwwww
[0:00:56] あきぬこ: なにがあったんだってばよ
[0:00:56] ぶっ卵飯: わこらだ
[0:00:56] sjindoa: 謎メンがすぎる
[0:00:56] レだん: メンツ謎
[0:00:57] suire_0707: 謎メンツ
[0:00:57] meu_04s: わこらだ！メンツどした？！
[0:00:57] もえもん: 謎メンバー
[0:00:57] つなまる: radaoWakotu radaoWakotu
[0:00:57] monokulo_: どういう面子？
[0:00:57] ra_930: わこらだ
[0:00:57] ruvie_5681: この鬱先生、何鬱先生？
[0:00:57] runa_xx1023: わこらだ
[0:00:57] yururano_0: やば！このメンツ
[0:00:57] 鳥野郎の蘭: どう言うメンツ！？
[0:00:57] あさみや301: なにがあった？？？
[0:00:57] 冷や茶: わこらだどういうメンバー？
[0:00:57] rsk010: 何だこのメンツw
[0:00:57] ほまれ: 不思議なメンツすぎ
[0:00:57] mpru: わこらだ
[0:00:58] howlin_0: デカ肉おるやんw！！！！！！
[0:00:58] eniyamaru: 謎メンツwww
[0:00:58] garurisu: わこ
[0:00:58] 0401_com: どういう繋がり？
[0:00:58] aoi_tubasa: わこらだ〜？！
[0:00:58] ikura_tami: だるまさんスキン笑笑
[0:00:58] うてん_: どんなメンツ
[0:00:58] tatetato: わこつ
[0:00:58] riraaaaa: わこらだ
[0:00:58] natutu_natu: わこらだ！！
[0:00:59] ponharu: radaoKitya radaoKitya radaoKitya radaoKitya
[0:00:59] ねこサカナ: なんておもろいメンツ
[0:00:59] ポテチの子: 謎メンじゃんww
[0:00:59] suibotu_: 驚いたわ
[0:00:59] aplo_27: びっくりした
[0:00:59] a_rinrin: は？
[0:00:59] かしろ: わこらだ〜
[0:00:59] のらごま: すごいメンツ
[0:00:59] oyuzu_wrwrd: わこらだーーー
[0:00:59] rino_0105: 謎メンツすぎる
[0:00:59] m1yash1: わこらだ
[0:01:00] karasu57: どういうメンツ？
[0:01:00] maxtusyu: メンツやばぁ
[0:01:00] shimeno_n: わこらだ
[0:01:00] KinakoMochi_06: 何事？
[0:01:00] ayunosioyaki0223: 謎メンすぎんか？
[0:01:00] しぺぺぺ: 宿題とかやってらんねぇー
[0:01:00] fuki_5: わこらだ
[0:01:00] kinugoshi_douhu: メンツまじ！！！！！？！？？？！！
[0:01:00] namakemono_d: んんんん？？？？
[0:01:00] よーーひ: わこらだ
[0:01:00] maoooooon: なぜこんなメンツ？www
[0:01:00] enu_xo: どんなメンツだ？！
[0:01:01] gen_gen1008: わこらだ
[0:01:01] oo_abuku_oo: びっくりした！！！
[0:01:01] うりね: だるまちん！？！？
[0:01:01] yukino_toudou: メンツ謎で草
[0:01:01] ryuryu_ryu: まじでかw
[0:01:02] owataring: なんだこの豪華メンツ...
[0:01:02] emitsubo723: 不思議なメンツ
[0:01:02] kuru053: 謎メンツ過ぎて逆に好きwww
[0:01:03] 鳥野郎の蘭: びっくりしたな！？！
[0:01:03] piroropiro: メンバーすごい
[0:01:03] ryo_ngz: わこらだ
[0:01:04] 銀河ポテト: びっくりした
[0:01:05] 哀れな人の子: どこから鬱くん来た？神
[0:01:05] あきぬこ: 耐久がち！？
[0:01:06] shira_to: 謎メンすぎる
[0:01:06] ティナさん: radaoPikon
[0:01:06] もろこっし: ついにここが絡むのか、、！？
[0:01:06] ラボア: マジで突然すぎ
[0:01:07] あおぞら公園: げきあつ！
[0:01:08] kanon_nnn: 急に集まったん？？
[0:01:08] roro_131: 鬱先生w
[0:01:08] あじゅくろー: メンツやばい
[0:01:08] らふれ: ずるすなよ
[0:01:09] drem_chan: わからんわからん
[0:01:09] KAKKO_7120: ビビるわ笑笑
[0:01:09] yuu4270: 謎メン
[0:01:10] すーちゃんまる: 鬱！？
[0:01:10] am4kumo: 謎メンツすぎるw
[0:01:10] 大和1007: わこ
[0:01:10] gonzabu25252: メンツ！？
[0:01:10] かんくろー: わこらだどんなメンバー？w
[0:01:12] 鳥野郎の蘭: びっくりした…
[0:01:12] mimi_fuwa1489: わこらだ
[0:01:12] ぱんだぁぁぁ: メンツ謎w
[0:01:12] ringo_11_11: わこらだ
[0:01:13] moka_0322: 大先生どっから来た？
[0:01:13] リテル: わこらだ
[0:01:13] ティナさん: わこらだ！
[0:01:14] paya_na: わこらだ
[0:01:14] 五色椿: 五色椿 subscribed at Tier 2. They've subscribed for 24 months, currently on a 24 month streak! わこらだ！
[0:01:14] みそチョコ: わこらだ
[0:01:14] 鳥野郎の蘭: 謎メン
[0:01:15] あさみや301: 謎すぎwww
[0:01:15] わんわん1号: 鬱！？
[0:01:15] ガクフル: わくわく
[0:01:15] 9616_kureyon: わこらだ
[0:01:15] スパーズ: お
[0:01:16] r3219k: わこらだ
[0:01:16] hamaguri_north: 謎メンツで草
[0:01:16] aris__1278: わこらだ
[0:01:16] hamidabuti: わこらだー
[0:01:16] drem_chan: メン限たすかる
[0:01:16] うみのいきもの: 鬱！？
[0:01:16] kakiageda: わこらだ
[0:01:18] aya0821: わこらだ
[0:01:18] ruhu_0522: わこらだ
[0:01:19] ディンダン: まさかのここの絡み…！
[0:01:19] myuu2001: わこらだ
[0:01:19] ふぁる_: ふぁる_ subscribed at Tier 1. They've subscribed for 7 months! わこらだ
[0:01:19] ぺーきち: 耐久！？
[0:01:19] 星空くん: わこらだ
[0:01:19] ティナさん: 謎すぎるwwww
[0:01:20] amacyann1: シャー
[0:01:20] pizzadeizu: わこらだ
[0:01:20] mimi_fuwa1489: ！？
[0:01:20] paya_na: メンツ最高www
[0:01:21] さらんらん: 大先生一番分からんw
[0:01:21] roy_rag: 耐久とか終わんのか？
[0:01:21] nonsugar017: わこらだ
[0:01:21] acha0922: わこらだ
[0:01:21] t_tomo2058: わこらだ
[0:01:22] のこ汰: わこらだ
[0:01:22] RBlue_Lyco: わこらだ
[0:01:22] すすき: わこらだ
[0:01:22] しゅべるりあん: わこらだ
[0:01:22] マスクさん: わこらだ？！？！
[0:01:22] imoken_46: わこらだ！
[0:01:22] すーちゃんまる: coolwing_ subscribed at Tier 1. They've subscribed for 6 months, currently on a 6 month streak! わこらだ
[0:01:22] miharu_415: わこらだー
[0:01:23] salt_maccha: わこらだ！！！！
[0:01:23] rosemary0920: メンツ！？
[0:01:23] ねねねい: わこらだ
[0:01:23] nin__zin202: わこらだ
[0:01:23] hamidabuti: メンバースゴすぎ…
[0:01:23] tuyukina: わこらだ！
[0:01:23] あきぬこ: うおおおおおおおおおおおお
[0:01:23] ameringoame: わこらだ
[0:01:24] ふちてゃん: わこらだ
[0:01:24] icebox33331: わこらだ
[0:01:24] basutazu2525: わこらだー
[0:01:24] スパーズ: 謎メン
[0:01:24] チュチュンバー: わこらだ
[0:01:24] ねねねい: ！？
[0:01:24] tsuyuki77: わこらだ
[0:01:24] しょこら25: わこらだ
[0:01:24] みそチョコ: メンツ謎すぎる
[0:01:25] howlin_0: だるまさんのスキンやばすぎてワロタ
[0:01:25] ru_san0720: わこらだ！
[0:01:25] わんわん1号: メン限ありがとう
[0:01:25] haaayatee: わこらだ
[0:01:25] ガクフル: 2年www
[0:01:25] myuu2001: なんじゃこりゃああ
[0:01:25] らふれ: 2年よし！ radaoAngry3 radaoAngry3
[0:01:26] imoken_46: 謎すぎるw
[0:01:26] saltscatter: わこらだ 何この
[0:01:26] ディンダン: しゃーっ
[0:01:26] ドコサヘキサエン: わこらだ！？
[0:01:26] ゆーやんー: 🧞♂️🧢🦋🦕🐬🐳🌎🌍🌏❄️💧💦🌊🧊💎🚙✈️💙🌀
[0:01:26] 星空くん: どういうメンツw
[0:01:27] ちよび: わこらだあ！
[0:01:27] peachfrappe_108: わこらだ！
[0:01:27] aomidoro8324: aomidoro8324 subscribed at Tier 3. They've subscribed for 22 months! 
[0:01:27] 無限叉焼炒飯定食: わこらだです
[0:01:27] mizuhashi_2323: わこらだー
[0:01:27] yuxuri: わこらだ
[0:01:27] しょこら25: 神メンツ
[0:01:27] chisatooo_87: 豪華すぎる
[0:01:27] ﾋﾗﾒｷ: わこらだー
[0:01:27] chuwann: 最高だ
[0:01:28] ほいほい511: わこらだ
[0:01:28] さぼてん恐怖症: わこらだ
[0:01:28] スパーズ: radaoKitya radaoKitya radaoKitya
[0:01:28] にぃぃぃ: わこらだ
[0:01:28] salt_maccha: 謎メン
[0:01:28] ぺーきち: うむ
[0:01:29] とりーーも: え
[0:01:29] りべるそ: warri0_0r subscribed at Tier 1. They've subscribed for 3 months! わこらだ！！！！
[0:01:29] n_0809: わらこだ
[0:01:29] どなつ: わこらだ
[0:01:30] sevenvenven55: わこらだ！
[0:01:30] tsuyuki77: tsuyuki77 subscribed at Tier 1. They've subscribed for 14 months, currently on a 14 month streak! 
[0:01:30] すてら583: わこらだ
[0:01:30] 椋榎: わこらだ
[0:01:31] chisatooo_87: ワクワク
[0:01:31] nonsugar017: まさかのメンツ
[0:01:31] minami_oct: 鬱だるさか！？
[0:01:31] あみこ0408: わこらだ
[0:01:31] ずつうがいたい: わこらだ
[0:01:31] マスクさん: なにごと？！？！
[0:01:31] marimoko6231: わこらだー
[0:01:31] さくらん_: わこらだー
[0:01:31] mawt___: 鬱先生マイクラできるの！？
[0:01:31] iesia: わこらだ
[0:01:31] わらびモち: わこらだ！まじか！
[0:01:31] saltscatter: 何このメンツｗｗｗｗｗｗｗｗ
[0:01:32] chuwann: radaoKitya radaoKitya radaoKitya radaoKitya
[0:01:32] yoichimu: radaoKitya radaoKitya radaoKitya
[0:01:32] もろこっし: CRと我々だのコラボ！？
[0:01:32] そおお: なんだこのメンツ
[0:01:32] てとてと: わこらだ
[0:01:32] 紗弥0926: わこらだどういうメンツ？
[0:01:32] 夢現: らっだぁの知り合いからランダムに抽出してきた方々？
[0:01:32] ssnyzk: 謎メン
[0:01:33] アヤメメ: メンツやべぇー
[0:01:33] とりーーも: わこらだ
[0:01:33] ruchi_13: わこらだ
[0:01:33] barusan__: わこらだ
[0:01:33] suouuuuuu: 謎メンすぎる！！！！
[0:01:33] moimo_moi: わこらだ
